timestamp,meter,energy_kwh
2020-03-07 17:30:00,HM-SU-01,84.0
2020-03-07 17:30:00,HM-TI-01,280.0
2020-03-07 17:30:00,HM-SC-01,110.0
2020-03-07 17:30:00,HM-GH-01,170.0
2020-03-07 17:30:00,HM-CU-01,137.0
2020-03-07 17:30:00,HM-JW-01,130.0
2020-03-07 17:30:00,HM-TG-01,210.0
2020-03-07 17:30:00,HM-RW-01,194.0
2020-03-07 18:00:00,HM-RC-01,300.0
2020-03-07 18:00:00,HM-TI-01,270.0
2020-03-07 18:00:00,HM-HW-01,100.0
2020-03-07 18:00:00,HM-SU-01,56.0
2020-03-07 18:00:00,HM-CU-01,154.0
2020-03-07 18:00:00,HM-TG-02,9.4
2020-03-07 18:00:00,HM-TG-03,6.5
2020-03-07 18:00:00,HM-JW-01,70.0
2020-03-07 18:00:00,HM-TG-01,190.0
2020-03-07 18:00:00,HM-GH-01,260.0
2020-03-07 18:00:00,HM-RW-01,192.0
2020-03-07 18:00:00,HM-JA-01,80.0
2020-03-07 18:00:00,HM-HD-01,26.0
2020-03-07 18:00:00,HM-SC-01,50.0
2020-03-07 18:00:00,HM-ST-01,220.0
2020-03-07 18:30:00,HM-CU-01,136.0
2020-03-07 18:30:00,HM-JA-01,60.0
2020-03-07 18:30:00,HM-HW-01,110.0
2020-03-07 18:30:00,HM-TG-03,7.3
2020-03-07 18:30:00,HM-HD-01,0.0
2020-03-07 18:30:00,HM-TG-02,10.6
2020-03-07 18:30:00,HM-RW-01,187.0
2020-03-07 18:30:00,HM-ST-01,220.0
2020-03-07 18:30:00,HM-TI-01,200.0
2020-03-07 18:30:00,HM-RC-01,290.0
2020-03-07 18:30:00,HM-GH-01,140.0
2020-03-07 18:30:00,HM-SC-01,80.0
2020-03-07 18:30:00,HM-SU-01,0.0
2020-03-07 18:30:00,HM-TG-01,190.0
2020-03-07 18:30:00,HM-JW-01,130.0
2020-03-07 19:00:00,HM-RW-01,158.0
2020-03-07 19:00:00,HM-TI-01,170.0
2020-03-07 19:00:00,HM-RC-01,290.0
2020-03-07 19:00:00,HM-JA-01,70.0
2020-03-07 19:00:00,HM-HD-01,26.2
2020-03-07 19:00:00,HM-SC-01,30.0
2020-03-07 19:00:00,HM-CU-01,158.0
2020-03-07 19:00:00,HM-SU-01,0.0
2020-03-07 19:00:00,HM-GH-01,90.0
2020-03-07 19:00:00,HM-HW-01,100.0
2020-03-07 19:00:00,HM-JW-01,90.0
2020-03-07 19:00:00,HM-TG-03,6.9
2020-03-07 19:00:00,HM-TG-02,9.2
2020-03-07 19:00:00,HM-ST-01,190.0
2020-03-07 19:00:00,HM-TG-01,180.0
2020-03-07 19:30:00,HM-HD-01,25.8
2020-03-07 19:30:00,HM-TG-03,7.2
2020-03-07 19:30:00,HM-GH-01,0.0
2020-03-07 19:30:00,HM-TI-01,300.0
2020-03-07 19:30:00,HM-TG-01,200.0
2020-03-07 19:30:00,HM-TG-02,10.0
2020-03-07 19:30:00,HM-JA-01,60.0
2020-03-07 19:30:00,HM-RC-01,250.0
2020-03-07 19:30:00,HM-CU-01,137.0
2020-03-07 19:30:00,HM-HW-01,80.0
2020-03-07 19:30:00,HM-SU-01,0.0
2020-03-07 19:30:00,HM-ST-01,210.0
2020-03-07 19:30:00,HM-SC-01,50.0
2020-03-07 19:30:00,HM-RW-01,157.0
2020-03-07 19:30:00,HM-JW-01,100.0
2020-03-07 20:00:00,HM-RW-01,179.0
2020-03-07 20:00:00,HM-TG-01,200.0
2020-03-07 20:00:00,HM-TI-01,260.0
2020-03-07 20:00:00,HM-SC-01,30.0
2020-03-07 20:00:00,HM-HD-01,20.8
2020-03-07 20:00:00,HM-JW-01,120.0
2020-03-07 20:00:00,HM-TG-02,10.9
2020-03-07 20:00:00,HM-GH-01,0.0
2020-03-07 20:00:00,HM-RC-01,280.0
2020-03-07 20:00:00,HM-SU-01,0.0
2020-03-07 20:00:00,HM-TG-03,7.4
2020-03-07 20:00:00,HM-HW-01,80.0
2020-03-07 20:00:00,HM-CU-01,155.0
2020-03-07 20:00:00,HM-JA-01,80.0
2020-03-07 20:00:00,HM-ST-01,200.0
2020-03-07 20:30:00,HM-GH-01,0.0
2020-03-07 20:30:00,HM-TG-01,150.0
2020-03-07 20:30:00,HM-RC-01,300.0
2020-03-07 20:30:00,HM-CU-01,132.0
2020-03-07 20:30:00,HM-HD-01,0.0
2020-03-07 20:30:00,HM-SU-01,0.0
2020-03-07 20:30:00,HM-RW-01,164.0
2020-03-07 20:30:00,HM-JA-01,40.0
2020-03-07 20:30:00,HM-ST-01,190.0
2020-03-07 20:30:00,HM-JW-01,70.0
2020-03-07 20:30:00,HM-HW-01,100.0
2020-03-07 20:30:00,HM-TG-02,9.7
2020-03-07 20:30:00,HM-SC-01,50.0
2020-03-07 20:30:00,HM-TG-03,6.8
2020-03-07 20:30:00,HM-TI-01,190.0
2020-03-07 21:00:00,HM-ST-01,180.0
2020-03-07 21:00:00,HM-SU-01,0.0
2020-03-07 21:00:00,HM-TI-01,190.0
2020-03-07 21:00:00,HM-RW-01,174.0
2020-03-07 21:00:00,HM-JA-01,90.0
2020-03-07 21:00:00,HM-TG-02,7.8
2020-03-07 21:00:00,HM-TG-01,140.0
2020-03-07 21:00:00,HM-RC-01,310.0
2020-03-07 21:00:00,HM-TG-03,5.9
2020-03-07 21:00:00,HM-SC-01,30.0
2020-03-07 21:00:00,HM-HD-01,25.6
2020-03-07 21:00:00,HM-JW-01,140.0
2020-03-07 21:00:00,HM-GH-01,0.0
2020-03-07 21:00:00,HM-HW-01,90.0
2020-03-07 21:00:00,HM-CU-01,127.0
2020-03-07 21:30:00,HM-ST-01,0.0
2020-03-07 21:30:00,HM-TI-01,170.0
2020-03-07 21:30:00,HM-JA-01,60.0
2020-03-07 21:30:00,HM-CU-01,126.0
2020-03-07 21:30:00,HM-TG-01,250.0
2020-03-07 21:30:00,HM-TG-02,12.8
2020-03-07 21:30:00,HM-SU-01,0.0
2020-03-07 21:30:00,HM-GH-01,0.0
2020-03-07 21:30:00,HM-RW-01,155.0
2020-03-07 21:30:00,HM-SC-01,80.0
2020-03-07 21:30:00,HM-HD-01,0.0
2020-03-07 21:30:00,HM-HW-01,110.0
2020-03-07 21:30:00,HM-JW-01,110.0
2020-03-07 21:30:00,HM-RC-01,290.0
2020-03-07 21:30:00,HM-TG-03,8.8
2020-03-07 22:00:00,HM-JW-01,70.0
2020-03-07 22:00:00,HM-GH-01,0.0
2020-03-07 22:00:00,HM-HD-01,0.0
2020-03-07 22:00:00,HM-TI-01,360.0
2020-03-07 22:00:00,HM-TG-02,9.7
2020-03-07 22:00:00,HM-RC-01,270.0
2020-03-07 22:00:00,HM-HW-01,80.0
2020-03-07 22:00:00,HM-SC-01,20.0
2020-03-07 22:00:00,HM-JA-01,50.0
2020-03-07 22:00:00,HM-ST-01,0.0
2020-03-07 22:00:00,HM-RW-01,169.0
2020-03-07 22:00:00,HM-SU-01,0.0
2020-03-07 22:00:00,HM-TG-03,7.2
2020-03-07 22:00:00,HM-TG-01,130.0
2020-03-07 22:00:00,HM-CU-01,158.0
2020-03-07 22:30:00,HM-SU-01,0.0
2020-03-07 22:30:00,HM-TI-01,190.0
2020-03-07 22:30:00,HM-TG-02,9.8
2020-03-07 22:30:00,HM-TG-03,6.7
2020-03-07 22:30:00,HM-HD-01,0.0
2020-03-07 22:30:00,HM-TG-01,200.0
2020-03-07 22:30:00,HM-ST-01,0.0
2020-03-07 22:30:00,HM-GH-01,0.0
2020-03-07 22:30:00,HM-JW-01,140.0
2020-03-07 22:30:00,HM-SC-01,70.0
2020-03-07 22:30:00,HM-JA-01,50.0
2020-03-07 22:30:00,HM-CU-01,125.0
2020-03-07 22:30:00,HM-HW-01,100.0
2020-03-07 22:30:00,HM-RW-01,152.0
2020-03-07 22:30:00,HM-RC-01,290.0
2020-03-07 23:00:00,HM-SC-01,20.0
2020-03-07 23:00:00,HM-HW-01,70.0
2020-03-07 23:00:00,HM-ST-01,0.0
2020-03-07 23:00:00,HM-TG-02,9.5
2020-03-07 23:00:00,HM-CU-01,126.0
2020-03-07 23:00:00,HM-SU-01,0.0
2020-03-07 23:00:00,HM-TG-03,7.1
2020-03-07 23:00:00,HM-RC-01,290.0
2020-03-07 23:00:00,HM-HD-01,0.0
2020-03-07 23:00:00,HM-TG-01,170.0
2020-03-07 23:00:00,HM-GH-01,0.0
2020-03-07 23:00:00,HM-RW-01,172.0
2020-03-07 23:00:00,HM-JA-01,70.0
2020-03-07 23:00:00,HM-TI-01,180.0
2020-03-07 23:00:00,HM-JW-01,70.0
2020-03-07 23:30:00,HM-JW-01,120.0
2020-03-07 23:30:00,HM-RC-01,270.0
2020-03-07 23:30:00,HM-RW-01,137.0
2020-03-07 23:30:00,HM-TG-02,10.6
2020-03-07 23:30:00,HM-HW-01,100.0
2020-03-07 23:30:00,HM-SC-01,60.0
2020-03-07 23:30:00,HM-ST-01,0.0
2020-03-07 23:30:00,HM-TI-01,250.0
2020-03-07 23:30:00,HM-TG-03,7.4
2020-03-07 23:30:00,HM-JA-01,50.0
2020-03-07 23:30:00,HM-HD-01,0.0
2020-03-07 23:30:00,HM-GH-01,0.0
2020-03-07 23:30:00,HM-CU-01,161.0
2020-03-07 23:30:00,HM-TG-01,150.0
2020-03-07 23:30:00,HM-SU-01,0.0
2020-03-08 00:00:00,HM-SC-01,0.0
2020-03-08 00:00:00,HM-HD-01,0.0
2020-03-08 00:00:00,HM-ST-01,0.0
2020-03-08 00:00:00,HM-RW-01,212.0
2020-03-08 00:00:00,HM-JA-01,70.0
2020-03-08 00:00:00,HM-TG-01,200.0
2020-03-08 00:00:00,HM-TG-02,9.6
2020-03-08 00:00:00,HM-GH-01,0.0
2020-03-08 00:00:00,HM-RC-01,300.0
2020-03-08 00:00:00,HM-CU-01,160.0
2020-03-08 00:00:00,HM-JW-01,120.0
2020-03-08 00:00:00,HM-TI-01,320.0
2020-03-08 00:00:00,HM-TG-03,6.8
2020-03-08 00:00:00,HM-SU-01,0.0
2020-03-08 00:00:00,HM-HW-01,110.0
2020-03-08 00:30:00,HM-HW-01,90.0
2020-03-08 00:30:00,HM-GH-01,0.0
2020-03-08 00:30:00,HM-JA-01,100.0
2020-03-08 00:30:00,HM-TI-01,250.0
2020-03-08 00:30:00,HM-CU-01,169.0
2020-03-08 00:30:00,HM-TG-01,180.0
2020-03-08 00:30:00,HM-HD-01,0.0
2020-03-08 00:30:00,HM-ST-01,0.0
2020-03-08 00:30:00,HM-TG-03,7.1
2020-03-08 00:30:00,HM-SU-01,0.0
2020-03-08 00:30:00,HM-TG-02,10.0
2020-03-08 00:30:00,HM-JW-01,100.0
2020-03-08 00:30:00,HM-RC-01,310.0
2020-03-08 00:30:00,HM-RW-01,173.0
2020-03-08 00:30:00,HM-SC-01,60.0
2020-03-08 01:00:00,HM-CU-01,109.0
2020-03-08 01:00:00,HM-HD-01,0.0
2020-03-08 01:00:00,HM-JA-01,40.0
2020-03-08 01:00:00,HM-RC-01,280.0
2020-03-08 01:00:00,HM-HW-01,90.0
2020-03-08 01:00:00,HM-SU-01,0.0
2020-03-08 01:00:00,HM-TG-01,220.0
2020-03-08 01:00:00,HM-TI-01,190.0
2020-03-08 01:00:00,HM-ST-01,0.0
2020-03-08 01:00:00,HM-GH-01,0.0
2020-03-08 01:00:00,HM-TG-03,7.5
2020-03-08 01:00:00,HM-RW-01,174.0
2020-03-08 01:00:00,HM-JW-01,140.0
2020-03-08 01:00:00,HM-SC-01,20.0
2020-03-08 01:00:00,HM-TG-02,10.3
2020-03-08 01:30:00,HM-TG-01,160.0
2020-03-08 01:30:00,HM-JW-01,100.0
2020-03-08 01:30:00,HM-ST-01,0.0
2020-03-08 01:30:00,HM-CU-01,129.0
2020-03-08 01:30:00,HM-SU-01,0.0
2020-03-08 01:30:00,HM-RW-01,162.0
2020-03-08 01:30:00,HM-HD-01,0.0
2020-03-08 01:30:00,HM-TG-03,6.9
2020-03-08 01:30:00,HM-JA-01,90.0
2020-03-08 01:30:00,HM-TG-02,9.6
2020-03-08 01:30:00,HM-RC-01,260.0
2020-03-08 01:30:00,HM-HW-01,90.0
2020-03-08 01:30:00,HM-SC-01,80.0
2020-03-08 01:30:00,HM-TI-01,200.0
2020-03-08 01:30:00,HM-GH-01,0.0
2020-03-08 02:00:00,HM-RC-01,320.0
2020-03-08 02:00:00,HM-SC-01,10.0
2020-03-08 02:00:00,HM-ST-01,0.0
2020-03-08 02:00:00,HM-TG-03,7.4
2020-03-08 02:00:00,HM-GH-01,0.0
2020-03-08 02:00:00,HM-CU-01,113.0
2020-03-08 02:00:00,HM-HW-01,100.0
2020-03-08 02:00:00,HM-RW-01,146.0
2020-03-08 02:00:00,HM-JA-01,50.0
2020-03-08 02:00:00,HM-HD-01,0.0
2020-03-08 02:00:00,HM-TG-01,200.0
2020-03-08 02:00:00,HM-JW-01,90.0
2020-03-08 02:00:00,HM-TI-01,320.0
2020-03-08 02:00:00,HM-TG-02,10.6
2020-03-08 02:00:00,HM-SU-01,0.0
2020-03-08 02:30:00,HM-HW-01,90.0
2020-03-08 02:30:00,HM-TG-03,6.6
2020-03-08 02:30:00,HM-TG-01,200.0
2020-03-08 02:30:00,HM-TI-01,210.0
2020-03-08 02:30:00,HM-JW-01,130.0
2020-03-08 02:30:00,HM-ST-01,0.0
2020-03-08 02:30:00,HM-GH-01,0.0
2020-03-08 02:30:00,HM-TG-02,9.1
2020-03-08 02:30:00,HM-SU-01,0.0
2020-03-08 02:30:00,HM-JA-01,130.0
2020-03-08 02:30:00,HM-HD-01,0.0
2020-03-08 02:30:00,HM-RW-01,169.0
2020-03-08 02:30:00,HM-CU-01,174.0
2020-03-08 02:30:00,HM-RC-01,260.0
2020-03-08 02:30:00,HM-SC-01,80.0
2020-03-08 03:00:00,HM-GH-01,0.0
2020-03-08 03:00:00,HM-TG-03,7.3
2020-03-08 03:00:00,HM-RW-01,160.0
2020-03-08 03:00:00,HM-JW-01,70.0
2020-03-08 03:00:00,HM-TG-01,180.0
2020-03-08 03:00:00,HM-CU-01,136.0
2020-03-08 03:00:00,HM-HD-01,0.0
2020-03-08 03:00:00,HM-JA-01,60.0
2020-03-08 03:00:00,HM-SU-01,0.0
2020-03-08 03:00:00,HM-SC-01,30.0
2020-03-08 03:00:00,HM-ST-01,0.0
2020-03-08 03:00:00,HM-TG-02,9.9
2020-03-08 03:00:00,HM-RC-01,280.0
2020-03-08 03:00:00,HM-HW-01,80.0
2020-03-08 03:00:00,HM-TI-01,210.0
2020-03-08 03:30:00,HM-RC-01,290.0
2020-03-08 03:30:00,HM-SU-01,0.0
2020-03-08 03:30:00,HM-HW-01,110.0
2020-03-08 03:30:00,HM-HD-01,0.0
2020-03-08 03:30:00,HM-SC-01,50.0
2020-03-08 03:30:00,HM-RW-01,176.0
2020-03-08 03:30:00,HM-GH-01,0.0
2020-03-08 03:30:00,HM-JW-01,130.0
2020-03-08 03:30:00,HM-TI-01,210.0
2020-03-08 03:30:00,HM-ST-01,0.0
2020-03-08 03:30:00,HM-JA-01,70.0
2020-03-08 03:30:00,HM-CU-01,168.0
2020-03-08 03:30:00,HM-TG-01,220.0
2020-03-08 03:30:00,HM-TG-03,7.0
2020-03-08 03:30:00,HM-TG-02,9.9
2020-03-08 04:00:00,HM-TG-01,180.0
2020-03-08 04:00:00,HM-RW-01,194.0
2020-03-08 04:00:00,HM-TI-01,330.0
2020-03-08 04:00:00,HM-SU-01,0.0
2020-03-08 04:00:00,HM-TG-03,7.1
2020-03-08 04:00:00,HM-TG-02,10.3
2020-03-08 04:00:00,HM-SC-01,30.0
2020-03-08 04:00:00,HM-RC-01,310.0
2020-03-08 04:00:00,HM-CU-01,109.0
2020-03-08 04:00:00,HM-GH-01,0.0
2020-03-08 04:00:00,HM-JW-01,140.0
2020-03-08 04:00:00,HM-HD-01,0.0
2020-03-08 04:00:00,HM-ST-01,0.0
2020-03-08 04:00:00,HM-HW-01,90.0
2020-03-08 04:00:00,HM-JA-01,60.0
2020-03-08 04:30:00,HM-RC-01,370.0
2020-03-08 04:30:00,HM-JW-01,110.0
2020-03-08 04:30:00,HM-JA-01,70.0
2020-03-08 04:30:00,HM-HW-01,130.0
2020-03-08 04:30:00,HM-RW-01,182.0
2020-03-08 04:30:00,HM-TG-01,210.0
2020-03-08 04:30:00,HM-SC-01,60.0
2020-03-08 04:30:00,HM-TG-03,7.3
2020-03-08 04:30:00,HM-TG-02,10.0
2020-03-08 04:30:00,HM-CU-01,158.0
2020-03-08 04:30:00,HM-GH-01,0.0
2020-03-08 04:30:00,HM-ST-01,0.0
2020-03-08 04:30:00,HM-HD-01,0.0
2020-03-08 04:30:00,HM-SU-01,0.0
2020-03-08 04:30:00,HM-TI-01,250.0
2020-03-08 05:00:00,HM-CU-01,149.0
2020-03-08 05:00:00,HM-JA-01,110.0
2020-03-08 05:00:00,HM-TI-01,210.0
2020-03-08 05:00:00,HM-HD-01,0.0
2020-03-08 05:00:00,HM-HW-01,100.0
2020-03-08 05:00:00,HM-JW-01,110.0
2020-03-08 05:00:00,HM-SU-01,0.0
2020-03-08 05:00:00,HM-RC-01,280.0
2020-03-08 05:00:00,HM-TG-01,170.0
2020-03-08 05:00:00,HM-SC-01,20.0
2020-03-08 05:00:00,HM-TG-02,9.5
2020-03-08 05:00:00,HM-GH-01,0.0
2020-03-08 05:00:00,HM-ST-01,0.0
2020-03-08 05:00:00,HM-TG-03,6.3
2020-03-08 05:00:00,HM-RW-01,181.0
2020-03-08 05:30:00,HM-JA-01,90.0
2020-03-08 05:30:00,HM-RC-01,330.0
2020-03-08 05:30:00,HM-TG-02,10.3
2020-03-08 05:30:00,HM-ST-01,0.0
2020-03-08 05:30:00,HM-RW-01,181.0
2020-03-08 05:30:00,HM-JW-01,110.0
2020-03-08 05:30:00,HM-SU-01,0.0
2020-03-08 05:30:00,HM-GH-01,0.0
2020-03-08 05:30:00,HM-TI-01,260.0
2020-03-08 05:30:00,HM-HW-01,90.0
2020-03-08 05:30:00,HM-SC-01,80.0
2020-03-08 05:30:00,HM-TG-01,220.0
2020-03-08 05:30:00,HM-HD-01,0.0
2020-03-08 05:30:00,HM-TG-03,7.5
2020-03-08 05:30:00,HM-CU-01,147.0
2020-03-08 06:00:00,HM-RW-01,174.0
2020-03-08 06:00:00,HM-JA-01,310.0
2020-03-08 06:00:00,HM-SC-01,20.0
2020-03-08 06:00:00,HM-CU-01,157.0
2020-03-08 06:00:00,HM-TG-02,9.1
2020-03-08 06:00:00,HM-ST-01,0.0
2020-03-08 06:00:00,HM-JW-01,120.0
2020-03-08 06:00:00,HM-TG-01,220.0
2020-03-08 06:00:00,HM-GH-01,0.0
2020-03-08 06:00:00,HM-SU-01,0.0
2020-03-08 06:00:00,HM-HW-01,100.0
2020-03-08 06:00:00,HM-RC-01,310.0
2020-03-08 06:00:00,HM-HD-01,112.1
2020-03-08 06:00:00,HM-TI-01,270.0
2020-03-08 06:00:00,HM-TG-03,6.8
2020-03-08 06:30:00,HM-SC-01,90.0
2020-03-08 06:30:00,HM-SU-01,0.0
2020-03-08 06:30:00,HM-GH-01,0.0
2020-03-08 06:30:00,HM-JA-01,150.0
2020-03-08 06:30:00,HM-TG-02,10.1
2020-03-08 06:30:00,HM-HW-01,120.0
2020-03-08 06:30:00,HM-HD-01,31.5
2020-03-08 06:30:00,HM-TG-03,7.1
2020-03-08 06:30:00,HM-JW-01,130.0
2020-03-08 06:30:00,HM-RC-01,320.0
2020-03-08 06:30:00,HM-CU-01,148.0
2020-03-08 06:30:00,HM-TG-01,240.0
2020-03-08 06:30:00,HM-ST-01,0.0
2020-03-08 06:30:00,HM-RW-01,212.0
2020-03-08 06:30:00,HM-TI-01,350.0
2020-03-08 07:00:00,HM-RW-01,181.0
2020-03-08 07:00:00,HM-HD-01,75.4
2020-03-08 07:00:00,HM-SU-01,119.0
2020-03-08 07:00:00,HM-JA-01,160.0
2020-03-08 07:00:00,HM-GH-01,550.0
2020-03-08 07:00:00,HM-CU-01,170.0
2020-03-08 07:00:00,HM-TI-01,320.0
2020-03-08 07:00:00,HM-RC-01,360.0
2020-03-08 07:00:00,HM-SC-01,20.0
2020-03-08 07:00:00,HM-TG-03,7.4
2020-03-08 07:00:00,HM-TG-02,10.6
2020-03-08 07:00:00,HM-HW-01,100.0
2020-03-08 07:00:00,HM-ST-01,0.0
2020-03-08 07:00:00,HM-TG-01,210.0
2020-03-08 07:00:00,HM-JW-01,120.0
2020-03-08 07:30:00,HM-TG-02,9.3
2020-03-08 07:30:00,HM-CU-01,154.0
2020-03-08 07:30:00,HM-TG-03,7.0
2020-03-08 07:30:00,HM-TI-01,310.0
2020-03-08 07:30:00,HM-HD-01,29.3
2020-03-08 07:30:00,HM-SU-01,201.0
2020-03-08 07:30:00,HM-JA-01,200.0
2020-03-08 07:30:00,HM-HW-01,110.0
2020-03-08 07:30:00,HM-RW-01,204.0
2020-03-08 07:30:00,HM-JW-01,130.0
2020-03-08 07:30:00,HM-RC-01,290.0
2020-03-08 07:30:00,HM-GH-01,840.0
2020-03-08 07:30:00,HM-SC-01,60.0
2020-03-08 07:30:00,HM-TG-01,210.0
2020-03-08 07:30:00,HM-ST-01,0.0
2020-03-08 08:00:00,HM-JA-01,140.0
2020-03-08 08:00:00,HM-TG-02,10.3
2020-03-08 08:00:00,HM-TI-01,340.0
2020-03-08 08:00:00,HM-TG-01,220.0
2020-03-08 08:00:00,HM-SU-01,78.0
2020-03-08 08:00:00,HM-CU-01,153.0
2020-03-08 08:00:00,HM-RW-01,212.0
2020-03-08 08:00:00,HM-GH-01,360.0
2020-03-08 08:00:00,HM-HD-01,71.3
2020-03-08 08:00:00,HM-SC-01,30.0
2020-03-08 08:00:00,HM-ST-01,810.0
2020-03-08 08:00:00,HM-RC-01,350.0
2020-03-08 08:00:00,HM-JW-01,120.0
2020-03-08 08:00:00,HM-TG-03,7.5
2020-03-08 08:00:00,HM-HW-01,110.0
2020-03-08 08:30:00,HM-TI-01,400.0
2020-03-08 08:30:00,HM-HD-01,35.3
2020-03-08 08:30:00,HM-HW-01,90.0
2020-03-08 08:30:00,HM-ST-01,370.0
2020-03-08 08:30:00,HM-SU-01,53.0
2020-03-08 08:30:00,HM-GH-01,300.0
2020-03-08 08:30:00,HM-RW-01,250.0
2020-03-08 08:30:00,HM-SC-01,100.0
2020-03-08 08:30:00,HM-RC-01,1180.0
2020-03-08 08:30:00,HM-TG-02,9.7
2020-03-08 08:30:00,HM-JA-01,150.0
2020-03-08 08:30:00,HM-TG-03,6.6
2020-03-08 08:30:00,HM-TG-01,220.0
2020-03-08 08:30:00,HM-JW-01,140.0
2020-03-08 08:30:00,HM-CU-01,163.0
2020-03-08 09:00:00,HM-TG-02,10.4
2020-03-08 09:00:00,HM-HW-01,110.0
2020-03-08 09:00:00,HM-TG-03,7.5
2020-03-08 09:00:00,HM-TG-01,260.0
2020-03-08 09:00:00,HM-TI-01,370.0
2020-03-08 09:00:00,HM-JW-01,130.0
2020-03-08 09:00:00,HM-JA-01,150.0
2020-03-08 09:00:00,HM-ST-01,340.0
2020-03-08 09:00:00,HM-CU-01,169.0
2020-03-08 09:00:00,HM-RC-01,370.0
2020-03-08 09:00:00,HM-HD-01,35.9
2020-03-08 09:00:00,HM-SC-01,160.0
2020-03-08 09:00:00,HM-SU-01,83.0
2020-03-08 09:00:00,HM-RW-01,141.0
2020-03-08 09:00:00,HM-GH-01,280.0
2020-03-08 09:30:00,HM-TG-03,7.2
2020-03-08 09:30:00,HM-SU-01,66.0
2020-03-08 09:30:00,HM-TG-01,220.0
2020-03-08 09:30:00,HM-TI-01,420.0
2020-03-08 09:30:00,HM-GH-01,220.0
2020-03-08 09:30:00,HM-TG-02,10.2
2020-03-08 09:30:00,HM-JW-01,110.0
2020-03-08 09:30:00,HM-SC-01,100.0
2020-03-08 09:30:00,HM-RC-01,470.0
2020-03-08 09:30:00,HM-HD-01,65.5
2020-03-08 09:30:00,HM-ST-01,280.0
2020-03-08 09:30:00,HM-RW-01,212.0
2020-03-08 09:30:00,HM-JA-01,110.0
2020-03-08 09:30:00,HM-CU-01,151.0
2020-03-08 09:30:00,HM-HW-01,120.0
2020-03-08 10:00:00,HM-RW-01,185.0
2020-03-08 10:00:00,HM-TG-01,220.0
2020-03-08 10:00:00,HM-TG-03,6.7
2020-03-08 10:00:00,HM-JW-01,120.0
2020-03-08 10:00:00,HM-GH-01,240.0
2020-03-08 10:00:00,HM-ST-01,220.0
2020-03-08 10:00:00,HM-CU-01,168.0
2020-03-08 10:00:00,HM-TG-02,10.0
2020-03-08 10:00:00,HM-RC-01,520.0
2020-03-08 10:00:00,HM-HD-01,36.1
2020-03-08 10:00:00,HM-SC-01,60.0
2020-03-08 10:00:00,HM-HW-01,110.0
2020-03-08 10:00:00,HM-JA-01,160.0
2020-03-08 10:00:00,HM-SU-01,83.0
2020-03-08 10:00:00,HM-TI-01,350.0
2020-03-08 10:30:00,HM-RC-01,520.0
2020-03-08 10:30:00,HM-ST-01,240.0
2020-03-08 10:30:00,HM-JW-01,130.0
2020-03-08 10:30:00,HM-TG-01,210.0
2020-03-08 10:30:00,HM-TI-01,400.0
2020-03-08 10:30:00,HM-HW-01,100.0
2020-03-08 10:30:00,HM-SU-01,73.0
2020-03-08 10:30:00,HM-SC-01,70.0
2020-03-08 10:30:00,HM-JA-01,160.0
2020-03-08 10:30:00,HM-CU-01,182.0
2020-03-08 10:30:00,HM-RW-01,189.0
2020-03-08 10:30:00,HM-TG-02,9.7
2020-03-08 10:30:00,HM-TG-03,7.1
2020-03-08 10:30:00,HM-GH-01,260.0
2020-03-08 10:30:00,HM-HD-01,25.5
2020-03-08 11:00:00,HM-CU-01,138.0
2020-03-08 11:00:00,HM-HD-01,59.1
2020-03-08 11:00:00,HM-SU-01,82.0
2020-03-08 11:00:00,HM-HW-01,100.0
2020-03-08 11:00:00,HM-RW-01,206.0
2020-03-08 11:00:00,HM-ST-01,260.0
2020-03-08 11:00:00,HM-TG-01,220.0
2020-03-08 11:00:00,HM-RC-01,520.0
2020-03-08 11:00:00,HM-TI-01,270.0
2020-03-08 11:00:00,HM-SC-01,110.0
2020-03-08 11:00:00,HM-JA-01,160.0
2020-03-08 11:00:00,HM-JW-01,110.0
2020-03-08 11:00:00,HM-TG-02,10.9
2020-03-08 11:00:00,HM-TG-03,7.8
2020-03-08 11:00:00,HM-GH-01,230.0
2020-03-08 11:30:00,HM-TG-01,210.0
2020-03-08 11:30:00,HM-HD-01,0.0
2020-03-08 11:30:00,HM-SC-01,70.0
2020-03-08 11:30:00,HM-JW-01,50.0
2020-03-08 11:30:00,HM-SU-01,82.0
2020-03-08 11:30:00,HM-RW-01,189.0
2020-03-08 11:30:00,HM-TG-03,6.6
2020-03-08 11:30:00,HM-GH-01,150.0
2020-03-08 11:30:00,HM-ST-01,190.0
2020-03-08 11:30:00,HM-TG-02,9.8
2020-03-08 11:30:00,HM-JA-01,90.0
2020-03-08 11:30:00,HM-TI-01,440.0
2020-03-08 11:30:00,HM-RC-01,490.0
2020-03-08 11:30:00,HM-CU-01,111.0
2020-03-08 11:30:00,HM-HW-01,60.0
2020-03-08 12:00:00,HM-TG-02,9.8
2020-03-08 12:00:00,HM-JW-01,190.0
2020-03-08 12:00:00,HM-JA-01,170.0
2020-03-08 12:00:00,HM-SC-01,80.0
2020-03-08 12:00:00,HM-TI-01,380.0
2020-03-08 12:00:00,HM-TG-01,200.0
2020-03-08 12:00:00,HM-TG-03,7.3
2020-03-08 12:00:00,HM-ST-01,220.0
2020-03-08 12:00:00,HM-HD-01,66.5
2020-03-08 12:00:00,HM-RC-01,490.0
2020-03-08 12:00:00,HM-CU-01,164.0
